informovanie	1.2996970767444118
informovanie	1.380768537698799
informovanie	1.8907980603804972
informovanie	1.1374671062160786
faktura	1.1524086692013924
informovanie	1.5628610319007947
faktura	1.1673806751401514
telefon	8.131793317117015
kredit	4.811367127672014
informovanie	1.7050270489678496
faktura	2.5882080285235816
faktura	1.452873111596375
kredit	18.11104184664302
telefon	7.289366501291738
telefon	7.507723923559411
informovanie	1.03631489526407
faktura	1.0968685864749546
kredit	6.118085735371949
informovanie	1.130451026895912
telefon	5.17154734284162
kredit	8.813894040966545
faktura	2.1231022642162998
kredit	9.41503017779769
faktura	1.020104824029488
faktura	1.5444383364958867
faktura	1.1139632226058325
kredit	8.966824173955843
kredit	11.48500328776629
informovanie	1.7054102360378351
informovanie	1.3263364815575187
informovanie	1.1219126113473976
informovanie	1.786721241019336
informovanie	1.476784413057203
faktura	1.5526659189173415
kredit	6.909203932521336
informovanie	1.597819391086432
telefon	9.873593922067812
faktura	1.0184484976305157
informovanie	1.2326346302141928
informovanie	1.7317741170539875
faktura	1.224551739366234
informovanie	1.4898243733782692
telefon	8.178623544732545
faktura	1.3151212678581032
informovanie	1.7336128409526737
informovanie	1.2794648545926748
kredit	3.3953001250705483
faktura	1.6887604944605528
informovanie	1.0710765845701644
faktura	1.0083839084229567
informovanie	1.2166097354358953
faktura	1.645999729610594
telefon	17.341771751243186
informovanie	1.156017239433254
faktura	1.197215566231307
faktura	1.3106514670104161
faktura	2.0829802110240507
kredit	18.674246120419184
faktura	1.3922917542955702
faktura	1.0228427345443833
informovanie	1.4198364393072325
telefon	5.589479665140061
kredit	13.091694743157518
telefon	8.34900160947916
faktura	1.4271720867791373
faktura	1.0273299783308403
informovanie	1.487367507978206
faktura	1.2412995380689154
informovanie	1.0190463571505006
faktura	1.0277989030651042
faktura	1.0296303178956805
telefon	7.007658735225277
faktura	1.2597945702034394
informovanie	1.0461322942564948
kredit	14.36989531048448
informovanie	1.3802265129656917
telefon	8.646443144792784
faktura	1.2038821166947855
telefon	10.400681308394951
faktura	1.2713655385196034
informovanie	1.9950548071051344
telefon	5.174752344642229
telefon	5.89104427283678
informovanie	1.1154697890688112
faktura	1.5045595702283663
faktura	1.3590296346221749
faktura	1.028305389718298
informovanie	1.0653854441018211
kredit	9.33734439242835
kredit	9.704450440334767
informovanie	1.1824211975704202
telefon	6.244436385814424
faktura	1.004231657004084
telefon	9.58926571367283
kredit	6.544680137267278
faktura	1.0407453628661187
kredit	25.01835915259153
telefon	13.166961466233715
